Date,Open,High,Low,Close*,Adj Close**,Volume
"Jun 06, 2023","15,939.31","16,009.28","15,925.56","15,992.44","15,992.44","52,413,000"
"Jun 05, 2023","16,079.86","16,114.84","15,928.44","15,963.89","15,963.89","63,777,600"
"Jun 02, 2023","15,949.04","16,071.32","15,922.61","16,051.23","16,051.23","96,604,000"
"Jun 01, 2023","15,744.01","15,863.41","15,734.86","15,853.66","15,853.66","55,198,400"
"May 31, 2023","15,757.43","15,871.70","15,629.12","15,664.02","15,664.02","172,555,100"
"May 30, 2023","15,962.31","16,058.43","15,889.46","15,908.91","15,908.91","54,563,500"
"May 29, 2023","16,064.13","16,079.73","15,925.22","15,952.73","15,952.73","24,247,000"
"May 26, 2023","15,850.09","16,008.59","15,726.74","15,983.97","15,983.97","57,308,100"
"May 25, 2023","15,872.46","15,872.60","15,726.50","15,793.80","15,793.80","66,145,400"
"May 24, 2023","16,008.52","16,013.29","15,802.86","15,842.13","15,842.13","65,922,900"
"May 23, 2023","16,186.44","16,224.32","16,143.98","16,152.86","16,152.86","56,755,000"
"May 22, 2023","16,235.98","16,267.93","16,196.36","16,223.99","16,223.99","54,200,300"
"May 19, 2023","16,233.11","16,331.94","16,203.60","16,275.38","16,275.38","90,102,600"
"May 18, 2023","16,069.42","16,230.44","16,069.42","16,163.36","16,163.36","73,640,100"
"May 17, 2023","15,883.61","15,992.77","15,862.15","15,951.30","15,951.30","89,827,900"
"May 16, 2023","15,892.78","15,968.41","15,862.37","15,897.93","15,897.93","63,874,300"
"May 15, 2023","15,966.96","15,982.10","15,874.24","15,917.24","15,917.24","53,099,400"
"May 12, 2023","15,918.25","15,938.01","15,852.10","15,913.82","15,913.82","62,915,400"
"May 11, 2023","15,943.85","15,970.54","15,754.76","15,834.91","15,834.91","67,890,500"
"May 10, 2023","15,973.38","15,984.82","15,848.69","15,896.23","15,896.23","67,473,800"
"May 09, 2023","15,950.89","15,962.62","15,879.56","15,955.48","15,955.48","60,426,400"
"May 08, 2023","15,967.57","15,996.16","15,933.69","15,952.83","15,952.83","40,927,300"
"May 05, 2023","15,837.44","15,961.54","15,755.97","15,961.02","15,961.02","69,955,200"
"May 04, 2023","15,781.46","15,796.71","15,662.32","15,734.24","15,734.24","81,687,600"
"May 03, 2023","15,774.02","15,868.88","15,745.98","15,815.06","15,815.06","61,988,400"
"May 02, 2023","15,950.36","16,011.56","15,707.55","15,726.94","15,726.94","80,224,800"
"Apr 28, 2023","15,884.79","15,922.38","15,688.17","15,922.38","15,922.38","91,511,200"
"Apr 27, 2023","15,739.35","15,859.25","15,706.69","15,800.45","15,800.45","79,622,200"
"Apr 26, 2023","15,804.50","15,826.02","15,694.36","15,795.73","15,795.73","74,374,600"
"Apr 25, 2023","15,836.79","15,891.73","15,794.81","15,872.13","15,872.13","66,489,300"
"Apr 24, 2023","15,852.27","15,919.11","15,831.10","15,863.95","15,863.95","50,552,200"
"Apr 21, 2023","15,782.58","15,899.62","15,706.83","15,881.66","15,881.66","77,403,200"
"Apr 20, 2023","15,864.15","15,883.31","15,734.25","15,795.97","15,795.97","74,754,500"
"Apr 19, 2023","15,850.52","15,908.47","15,829.55","15,895.20","15,895.20","55,122,300"
"Apr 18, 2023","15,841.50","15,916.28","15,802.75","15,882.67","15,882.67","63,384,400"
"Apr 17, 2023","15,838.89","15,903.25","15,764.38","15,789.53","15,789.53","60,200,000"
"Apr 14, 2023","15,789.78","15,841.47","15,760.32","15,807.50","15,807.50","78,563,300"
"Apr 13, 2023","15,708.21","15,754.99","15,675.15","15,729.46","15,729.46","53,361,500"
"Apr 12, 2023","15,689.14","15,827.28","15,668.20","15,703.60","15,703.60","65,206,700"
"Apr 11, 2023","15,710.45","15,726.02","15,625.79","15,655.17","15,655.17","63,070,200"
"Apr 06, 2023","15,530.20","15,601.49","15,509.09","15,597.89","15,597.89","62,790,900"
"Apr 05, 2023","15,611.68","15,627.29","15,482.88","15,520.17","15,520.17","78,217,100"
"Apr 04, 2023","15,639.02","15,736.56","15,601.40","15,603.47","15,603.47","64,484,200"
"Apr 03, 2023","15,623.45","15,659.35","15,553.90","15,580.92","15,580.92","70,893,100"
"Mar 31, 2023","15,568.37","15,659.06","15,499.84","15,628.84","15,628.84","86,968,700"
"Mar 30, 2023","15,429.38","15,536.42","15,424.69","15,522.40","15,522.40","77,412,500"
"Mar 29, 2023","15,242.52","15,342.27","15,186.75","15,328.78","15,328.78","81,824,600"
"Mar 28, 2023","15,255.93","15,261.49","15,103.76","15,142.02","15,142.02","73,013,800"
"Mar 27, 2023","15,133.68","15,185.35","15,020.07","15,127.68","15,127.68","90,911,900"
"Mar 24, 2023","15,135.50","15,135.65","14,809.82","14,957.23","14,957.23","181,078,000"
"Mar 23, 2023","15,178.25","15,244.32","15,078.72","15,210.39","15,210.39","82,739,800"
"Mar 22, 2023","15,174.67","15,298.49","15,166.95","15,216.19","15,216.19","82,685,900"
"Mar 21, 2023","15,062.06","15,253.10","15,055.93","15,195.34","15,195.34","94,322,300"
"Mar 20, 2023","14,715.40","14,980.43","14,458.39","14,933.38","14,933.38","125,262,600"
"Mar 17, 2023","15,073.76","15,153.11","14,694.26","14,768.20","14,768.20","217,024,000"
"Mar 16, 2023","14,973.84","15,018.31","14,664.17","14,967.10","14,967.10","141,054,600"
"Mar 15, 2023","15,175.44","15,246.17","14,702.91","14,735.26","14,735.26","157,452,200"
"Mar 14, 2023","15,016.53","15,272.11","14,951.71","15,232.83","15,232.83","101,464,500"
"Mar 13, 2023","15,435.16","15,435.81","14,887.44","14,959.47","14,959.47","157,697,900"
"Mar 10, 2023","15,369.67","15,495.87","15,316.38","15,427.97","15,427.97","114,116,400"
"Mar 09, 2023","15,619.75","15,667.05","15,535.13","15,633.21","15,633.21","59,687,500"
"Mar 08, 2023","15,528.81","15,667.21","15,524.85","15,631.87","15,631.87","64,604,200"
"Mar 07, 2023","15,638.44","15,706.37","15,544.07","15,559.53","15,559.53","68,603,300"
"Mar 06, 2023","15,597.90","15,677.93","15,587.78","15,653.58","15,653.58","69,392,600"
"Mar 03, 2023","15,430.66","15,590.44","15,409.99","15,578.39","15,578.39","67,122,500"
"Mar 02, 2023","15,171.07","15,329.29","15,150.67","15,327.64","15,327.64","62,593,100"
"Mar 01, 2023","15,399.91","15,478.84","15,254.11","15,305.02","15,305.02","72,243,100"
"Feb 28, 2023","15,299.79","15,443.17","15,289.43","15,365.14","15,365.14","93,757,000"
"Feb 27, 2023","15,351.63","15,481.06","15,351.63","15,381.43","15,381.43","58,764,200"
"Feb 24, 2023","15,501.82","15,530.46","15,162.48","15,209.74","15,209.74","141,484,400"
"Feb 23, 2023","15,453.29","15,552.77","15,433.97","15,475.69","15,475.69","51,347,600"
"Feb 22, 2023","15,342.60","15,408.58","15,247.50","15,399.89","15,399.89","54,879,700"
"Feb 21, 2023","15,450.62","15,470.52","15,286.71","15,397.62","15,397.62","47,050,500"
"Feb 20, 2023","15,524.16","15,532.44","15,436.79","15,477.55","15,477.55","33,610,800"
"Feb 17, 2023","15,372.06","15,514.72","15,300.42","15,482.00","15,482.00","70,462,400"
"Feb 16, 2023","15,612.43","15,634.04","15,417.17","15,533.64","15,533.64","66,113,500"
"Feb 15, 2023","15,394.44","15,520.39","15,388.85","15,506.34","15,506.34","49,065,600"
"Feb 14, 2023","15,419.00","15,526.28","15,366.37","15,380.56","15,380.56","56,427,200"
"Feb 13, 2023","15,322.06","15,409.27","15,305.94","15,397.34","15,397.34","38,580,400"
"Feb 10, 2023","15,438.94","15,487.98","15,246.39","15,307.98","15,307.98","65,755,600"
"Feb 09, 2023","15,560.15","15,658.56","15,519.63","15,523.42","15,523.42","66,247,500"
"Feb 08, 2023","15,450.67","15,486.13","15,371.93","15,412.05","15,412.05","61,344,800"
"Feb 07, 2023","15,359.59","15,363.41","15,273.60","15,320.88","15,320.88","56,184,100"
"Feb 06, 2023","15,367.04","15,406.93","15,275.57","15,345.91","15,345.91","54,430,400"
"Feb 03, 2023","15,408.40","15,476.67","15,347.86","15,476.43","15,476.43","76,253,700"
"Feb 02, 2023","15,275.00","15,520.97","15,264.31","15,509.19","15,509.19","122,979,300"
"Feb 01, 2023","15,125.12","15,222.34","15,107.83","15,180.74","15,180.74","57,095,200"
"Jan 31, 2023","15,081.17","15,136.22","14,993.59","15,128.27","15,128.27","57,047,200"
"Jan 30, 2023","15,070.30","15,161.07","14,988.98","15,126.08","15,126.08","54,664,400"
"Jan 27, 2023","15,115.75","15,186.49","15,077.62","15,150.03","15,150.03","55,135,800"
"Jan 26, 2023","15,146.29","15,151.54","15,068.72","15,132.85","15,132.85","62,001,200"
"Jan 25, 2023","15,095.72","15,114.41","14,969.65","15,081.64","15,081.64","53,589,900"
"Jan 24, 2023","15,140.50","15,147.45","15,022.55","15,093.11","15,093.11","48,335,400"
"Jan 23, 2023","15,077.40","15,145.90","15,022.83","15,102.95","15,102.95","39,903,900"
"Jan 20, 2023","14,986.52","15,034.43","14,940.68","15,033.56","15,033.56","64,031,100"
"Jan 19, 2023","15,115.55","15,134.07","14,906.27","14,920.36","14,920.36","64,167,400"
"Jan 18, 2023","15,182.95","15,250.36","15,156.89","15,181.80","15,181.80","58,258,000"
"Jan 17, 2023","15,130.03","15,269.71","15,083.95","15,187.07","15,187.07","57,914,400"
"Jan 16, 2023","15,112.05","15,153.19","15,083.94","15,134.04","15,134.04","42,102,700"
"Jan 13, 2023","15,063.21","15,132.37","15,041.16","15,086.52","15,086.52","66,451,100"
"Jan 12, 2023","14,972.28","15,095.03","14,934.51","15,058.30","15,058.30","65,971,500"
"Jan 11, 2023","14,805.40","14,965.47","14,794.99","14,947.91","14,947.91","66,367,800"
"Jan 10, 2023","14,741.97","14,790.82","14,692.74","14,774.60","14,774.60","57,438,600"
"Jan 09, 2023","14,650.73","14,832.89","14,628.61","14,792.83","14,792.83","64,976,500"
"Jan 06, 2023","14,476.72","14,610.23","14,388.98","14,610.02","14,610.02","55,433,700"
"Jan 05, 2023","14,451.23","14,501.60","14,403.73","14,436.31","14,436.31","60,947,500"
"Jan 04, 2023","14,266.98","14,492.78","14,264.60","14,490.78","14,490.78","76,221,600"
"Jan 03, 2023","14,116.07","14,293.87","14,083.76","14,181.67","14,181.67","57,907,500"
"Jan 02, 2023","13,992.71","14,095.91","13,976.44","14,069.26","14,069.26","34,978,500"
"Dec 30, 2022","14,005.84","14,008.97","13,922.55","13,923.59","13,923.59","24,346,600"
"Dec 29, 2022","13,890.81","14,071.72","13,871.32","14,071.72","14,071.72","30,727,400"
"Dec 28, 2022","14,013.72","14,018.47","13,914.62","13,925.60","13,925.60","27,583,800"
"Dec 27, 2022","14,047.42","14,063.14","13,966.35","13,995.10","13,995.10","22,975,000"
"Dec 23, 2022","13,945.59","14,000.68","13,874.50","13,940.93","13,940.93","28,738,700"
"Dec 22, 2022","14,113.01","14,160.87","13,890.54","13,914.07","13,914.07","42,893,400"
"Dec 21, 2022","13,944.69","14,099.75","13,912.17","14,097.82","14,097.82","44,585,400"
"Dec 20, 2022","13,829.90","13,931.29","13,791.52","13,884.66","13,884.66","56,020,300"
"Dec 19, 2022","13,934.75","14,001.37","13,927.05","13,942.87","13,942.87","48,853,600"
"Dec 16, 2022","13,978.44","14,011.26","13,815.24","13,893.07","13,893.07","168,807,500"
"Dec 15, 2022","14,351.31","14,363.12","13,982.59","13,986.23","13,986.23","87,474,200"
"Dec 14, 2022","14,453.54","14,470.74","14,375.95","14,460.20","14,460.20","59,754,000"
"Dec 13, 2022","14,345.88","14,675.84","14,302.49","14,497.89","14,497.89","68,062,200"
"Dec 12, 2022","14,300.43","14,366.39","14,262.60","14,306.63","14,306.63","46,459,100"
"Dec 09, 2022","14,325.80","14,385.57","14,217.96","14,370.72","14,370.72","52,573,000"
"Dec 08, 2022","14,277.75","14,298.81","14,196.77","14,264.56","14,264.56","47,362,200"
"Dec 07, 2022","14,304.95","14,372.35","14,218.18","14,261.19","14,261.19","52,784,800"
"Dec 06, 2022","14,406.87","14,471.50","14,305.26","14,343.19","14,343.19","50,930,900"
"Dec 05, 2022","14,487.43","14,507.16","14,394.37","14,447.61","14,447.61","50,074,900"
"Dec 02, 2022","14,465.70","14,584.59","14,372.42","14,529.39","14,529.39","55,190,800"
"Dec 01, 2022","14,543.80","14,563.70","14,423.79","14,490.30","14,490.30","61,595,900"
"Nov 30, 2022","14,429.22","14,487.70","14,363.32","14,397.04","14,397.04","97,644,000"
"Nov 29, 2022","14,404.67","14,429.87","14,327.04","14,355.45","14,355.45","51,089,400"
"Nov 28, 2022","14,471.10","14,514.73","14,374.15","14,383.36","14,383.36","53,336,900"
"Nov 25, 2022","14,547.58","14,571.66","14,498.05","14,541.38","14,541.38","46,218,800"
"Nov 24, 2022","14,456.15","14,570.71","14,447.55","14,539.56","14,539.56","50,503,400"
"Nov 23, 2022","14,438.20","14,446.33","14,363.51","14,427.59","14,427.59","51,115,900"
"Nov 22, 2022","14,352.54","14,485.49","14,343.80","14,422.35","14,422.35","50,364,700"
"Nov 21, 2022","14,395.53","14,425.95","14,321.84","14,379.93","14,379.93","48,082,900"
"Nov 18, 2022","14,320.61","14,457.76","14,300.21","14,431.86","14,431.86","93,252,600"
"Nov 17, 2022","14,348.46","14,384.54","14,149.70","14,266.38","14,266.38","58,048,700"
"Nov 16, 2022","14,374.86","14,382.62","14,195.31","14,234.03","14,234.03","76,202,800"
"Nov 15, 2022","14,372.42","14,440.78","14,266.42","14,378.51","14,378.51","77,960,600"
"Nov 14, 2022","14,295.81","14,431.18","14,243.35","14,313.30","14,313.30","72,405,100"
"Nov 11, 2022","14,179.39","14,263.53","14,172.47","14,224.86","14,224.86","103,682,300"
"Nov 10, 2022","13,603.79","14,157.25","13,599.35","14,146.09","14,146.09","114,862,700"
"Nov 09, 2022","13,653.98","13,691.12","13,557.08","13,666.32","13,666.32","64,013,300"
"Nov 08, 2022","13,506.65","13,689.61","13,487.91","13,688.75","13,688.75","60,728,100"
"Nov 07, 2022","13,398.79","13,611.30","13,391.00","13,533.52","13,533.52","56,990,600"
"Nov 04, 2022","13,201.24","13,542.35","13,193.51","13,459.85","13,459.85","76,643,400"
"Nov 03, 2022","13,130.97","13,194.32","13,022.64","13,130.19","13,130.19","52,294,100"
"Nov 02, 2022","13,369.33","13,398.64","13,255.07","13,256.74","13,256.74","54,426,400"
"Nov 01, 2022","13,344.85","13,444.07","13,287.07","13,338.74","13,338.74","51,443,700"
"Oct 31, 2022","13,254.31","13,307.09","13,216.48","13,253.74","13,253.74","59,049,500"
"Oct 28, 2022","13,072.92","13,250.66","13,051.25","13,243.33","13,243.33","64,191,000"
"Oct 27, 2022","13,152.99","13,259.49","13,062.04","13,211.23","13,211.23","72,246,300"
"Oct 26, 2022","13,054.49","13,203.24","13,023.40","13,195.81","13,195.81","65,691,700"
"Oct 25, 2022","12,965.19","13,053.24","12,789.26","13,052.96","13,052.96","69,239,900"
"Oct 24, 2022","12,868.77","13,020.45","12,747.38","12,931.45","12,931.45","62,919,300"
"Oct 21, 2022","12,641.12","12,775.52","12,548.15","12,730.90","12,730.90","82,221,400"
"Oct 20, 2022","12,685.16","12,818.34","12,628.78","12,767.41","12,767.41","52,824,400"
"Oct 19, 2022","12,817.63","12,819.11","12,705.26","12,741.41","12,741.41","63,632,000"
"Oct 18, 2022","12,788.53","12,931.76","12,746.36","12,765.61","12,765.61","65,991,900"
"Oct 17, 2022","12,467.54","12,716.81","12,398.05","12,649.03","12,649.03","57,195,500"
"Oct 14, 2022","12,549.02","12,676.42","12,395.99","12,437.81","12,437.81","82,478,300"
"Oct 13, 2022","12,114.23","12,379.24","12,000.43","12,355.58","12,355.58","88,446,300"
"Oct 12, 2022","12,207.97","12,298.62","12,104.62","12,172.26","12,172.26","67,186,400"
"Oct 11, 2022","12,168.66","12,258.15","12,097.68","12,220.25","12,220.25","64,611,700"
"Oct 10, 2022","12,175.52","12,410.83","12,174.63","12,272.94","12,272.94","68,341,800"
"Oct 07, 2022","12,414.78","12,497.52","12,272.59","12,273.00","12,273.00","56,973,200"
"Oct 06, 2022","12,593.41","12,643.22","12,421.89","12,470.78","12,470.78","53,529,600"
"Oct 05, 2022","12,611.07","12,661.88","12,455.36","12,517.18","12,517.18","62,392,400"
"Oct 04, 2022","12,360.72","12,673.35","12,358.98","12,670.48","12,670.48","80,240,300"
"Oct 03, 2022","11,951.84","12,227.87","11,893.94","12,209.48","12,209.48","63,674,200"
"Sep 30, 2022","12,063.09","12,137.77","11,973.91","12,114.36","12,114.36","89,235,000"
"Sep 29, 2022","12,143.21","12,147.31","11,866.98","11,975.55","11,975.55","87,998,400"
"Sep 28, 2022","12,025.43","12,198.37","11,862.84","12,183.28","12,183.28","96,220,900"
"Sep 27, 2022","12,332.85","12,414.09","12,139.68","12,139.68","12,139.68","78,962,200"
"Sep 26, 2022","12,231.84","12,368.49","12,184.00","12,227.92","12,227.92","67,273,900"
"Sep 23, 2022","12,506.64","12,521.25","12,180.76","12,284.19","12,284.19","86,711,600"
"Sep 22, 2022","12,531.66","12,781.56","12,526.61","12,531.63","12,531.63","66,525,600"
"Sep 21, 2022","12,555.31","12,771.78","12,520.81","12,767.15","12,767.15","55,268,200"
"Sep 20, 2022","12,849.78","12,936.57","12,638.22","12,670.83","12,670.83","62,735,600"
"Sep 19, 2022","12,685.29","12,866.70","12,606.64","12,803.24","12,803.24","49,575,200"
"Sep 16, 2022","12,814.92","12,815.33","12,699.22","12,741.26","12,741.26","148,557,300"
"Sep 15, 2022","13,040.36","13,111.38","12,927.20","12,956.66","12,956.66","67,761,600"
"Sep 14, 2022","13,131.34","13,192.82","12,952.09","13,028.00","13,028.00","62,448,700"
"Sep 13, 2022","13,450.39","13,564.83","13,183.19","13,188.95","13,188.95","68,434,200"
"Sep 12, 2022","13,171.92","13,441.54","13,165.78","13,402.27","13,402.27","67,046,400"
"Sep 09, 2022","12,926.15","13,121.13","12,925.57","13,088.21","13,088.21","67,719,300"
"Sep 08, 2022","12,985.61","13,008.82","12,688.87","12,904.32","12,904.32","71,242,600"
"Sep 07, 2022","12,770.72","12,953.99","12,736.09","12,915.97","12,915.97","67,128,300"
"Sep 06, 2022","12,807.27","12,927.79","12,760.04","12,871.44","12,871.44","53,636,500"
"Sep 05, 2022","12,827.58","12,827.58","12,617.40","12,760.78","12,760.78","62,869,400"
"Sep 02, 2022","12,768.44","13,051.57","12,736.01","13,050.27","13,050.27","67,336,800"
"Sep 01, 2022","12,713.75","12,743.05","12,603.58","12,630.23","12,630.23","61,602,700"
"Aug 31, 2022","13,018.48","13,020.54","12,814.81","12,834.96","12,834.96","82,999,700"
"Aug 30, 2022","12,919.43","13,154.15","12,885.08","12,961.14","12,961.14","62,479,300"
"Aug 29, 2022","12,838.42","12,942.46","12,758.44","12,892.99","12,892.99","54,303,000"
"Aug 26, 2022","13,335.10","13,375.02","12,939.96","12,971.47","12,971.47","67,305,400"
"Aug 25, 2022","13,328.49","13,364.55","13,210.99","13,271.96","13,271.96","41,621,200"
"Aug 24, 2022","13,131.12","13,238.61","13,085.20","13,220.06","13,220.06","46,809,500"
"Aug 23, 2022","13,163.52","13,298.26","13,156.44","13,194.23","13,194.23","53,963,000"
"Aug 22, 2022","13,471.44","13,510.29","13,189.27","13,230.57","13,230.57","68,371,700"
"Aug 19, 2022","13,591.24","13,660.34","13,525.69","13,544.52","13,544.52","65,997,300"
"Aug 18, 2022","13,653.82","13,775.66","13,638.16","13,697.41","13,697.41","47,668,000"
"Aug 17, 2022","13,928.12","13,930.57","13,610.44","13,626.71","13,626.71","57,254,300"
